1,1,3
1,1,14
1,1,18
1,3,6
1,5,11
1,7,7
1,15,62
1,20,18
1,21,16
1,22,3
1,22,14
1,22,56
1,28,13
1,29,129
1,30,10
1,30,20
1,30,54
1,30,60
1,31,1
1,31,36
1,34,85
1,35,109
1,36,56
1,36,88
1,38,169
1,40,34
1,42,15
1,43,22
1,44,41
1,50,65
1,53,6
1,53,12
1,61,21
1,61,76
1,62,4
1,62,38
1,63,19
1,64,60
1,64,98
1,64,119
1,66,42
1,66,67
1,67,64
1,67,68
1,67,80
1,67,119
1,68,84
1,68,96
1,70,28
2,3,5
2,4,172
2,5,49
2,5,98
2,7,4
2,9,41
2,11,15
2,11,21
2,13,27
2,13,38
2,13,60
2,14,8
2,16,18
2,24,14
2,26,61
2,27,5
3,1,3
3,1,38
3,2,37
3,3,10
3,4,18
3,5,20
3,7,3
3,7,7
3,9,17
3,10,50
3,10,78
3,10,82
3,12,84
3,13,34
3,13,39
3,15,85
3,16,30
3,18,4
3,18,36
3,19,100
3,19,137
3,19,156
3,21,2
3,21,8
3,22,35
3,22,61
3,22,74
3,22,97
3,25,16
3,25,40
3,26,8
3,29,5
3,31,18
3,31,59
3,33,29
3,34,24
3,34,69
3,34,79
3,36,36
3,36,40
3,37,64
3,37,66
3,37,94
3,38,29
3,38,83
3,38,133
3,39,64
3,39,77
3,40,5
3,40,23
3,40,34
3,40,89
3,40,113
3,40,147
3,43,42
3,43,82
3,43,93
3,43,182
3,44,96
3,45,54
3,45,127
3,45,277
3,46,74
3,46,101
3,46,128
3,48,63
3,48,128
3,48,161
3,48,168
3,49,36
3,49,73
3,49,95
3,49,178
3,49,197
3,50,12
3,50,21
3,50,43
3,50,80
3,51,32
3,52,12
3,52,28
3,52,35
3,52,56
3,53,32
3,53,38
3,53,42
